age,balance,campaign,pdays,last_contact,poutcome_success
40,-275,2,-1,194,0
25,37,2,-1,194,0
38,162,2,-1,194,0
34,199,3,-1,194,0
30,648,1,-1,194,0
57,618,7,-1,194,0
53,1786,2,-1,194,0
32,459,2,-1,194,0
49,1164,1,-1,194,0
43,-192,2,-1,194,0
55,332,2,-1,194,0
57,-176,1,-1,194,0
42,376,1,-1,194,0
43,1824,1,-1,194,0
38,362,5,-1,194,0
39,830,2,-1,194,0
34,-315,2,-1,194,0
31,948,2,-1,194,0
36,70,4,-1,194,0
44,365,2,-1,194,0
40,879,3,-1,194,0
33,56,2,-1,194,0
40,118,3,-1,194,0
44,373,2,-1,194,0
50,0,2,-1,194,0
48,2642,3,-1,194,0
53,359,8,-1,194,0
37,496,2,-1,194,0
48,574,2,-1,194,0
40,23,5,-1,194,0
52,-17,3,-1,194,0
41,-417,3,-1,194,0
30,528,4,-1,194,0
32,394,2,-1,194,0
44,138,3,-1,194,0
36,406,3,-1,194,0
39,-432,3,-1,194,0
41,1080,4,-1,194,0
26,498,3,-1,194,0
47,699,1,-1,194,0
43,1376,4,-1,194,0
38,0,2,-1,194,0
33,310,4,-1,194,0
41,-97,5,-1,194,0
44,576,3,-1,194,0
32,536,2,-1,193,0
49,186,1,-1,193,0
47,1306,4,-1,193,0
45,-88,1,-1,193,0
27,230,1,-1,193,0
35,4286,1,-1,193,0
32,344,2,-1,193,0
32,2068,1,-1,193,0
34,-322,1,-1,193,0
46,288,1,-1,193,0
32,190,1,-1,193,0
40,108,1,-1,193,0
30,1825,1,-1,193,0
36,133,1,-1,193,0
59,1407,1,-1,193,0
33,329,1,-1,193,0
31,428,1,-1,193,0
37,253,1,-1,193,0
22,2412,2,-1,193,0
28,3285,1,-1,193,0
32,123,1,-1,193,0
31,535,3,-1,193,0
26,302,1,-1,193,0
29,0,1,-1,193,0
27,118,3,-1,193,0
27,4,1,-1,193,0
33,-305,1,-1,193,0
31,1868,2,-1,193,0
47,65,1,-1,193,0
34,-68,1,-1,193,0
31,238,2,-1,193,0
46,-1124,2,-1,193,0
27,662,1,-1,193,0
48,149,1,-1,193,0
30,1108,1,-1,193,0
34,139,1,-1,193,0
55,186,1,-1,193,0
34,2257,1,-1,193,0
39,304,1,-1,193,0
33,88,2,-1,193,0
53,-133,2,-1,193,0
26,1349,1,-1,193,0
38,9,3,-1,193,0
53,-135,2,-1,193,0
38,49,2,-1,193,0
52,-97,4,-1,193,0
27,527,1,-1,193,0
47,266,1,-1,193,0
33,92,1,-1,193,0
44,-11,1,-1,193,0
33,513,4,-1,193,0
32,-208,1,-1,193,0
27,1033,1,-1,193,0
37,-175,1,-1,193,0
45,-139,3,-1,193,0
23,105,2,-1,193,0
49,164,5,-1,193,0
46,242,2,-1,193,0
44,271,1,-1,193,0
39,105,2,-1,193,0
32,59,2,-1,193,0
36,198,2,-1,193,0
33,328,2,-1,193,0
24,304,3,-1,193,0
27,683,3,-1,193,0
56,230,4,-1,193,0
46,881,2,-1,193,0
29,510,6,-1,193,0
29,43,2,-1,193,0
50,89,3,-1,193,0
25,10,2,-1,193,0
49,1387,2,-1,193,0
29,3986,2,-1,193,0
39,126,2,-1,193,0
37,2378,2,-1,193,0
34,391,2,-1,193,0
48,231,3,-1,193,0
38,138,3,-1,193,0
45,5694,2,-1,193,0
28,244,3,-1,193,0
41,1696,3,-1,193,0
53,913,4,-1,193,0
30,15,1,-1,193,0
23,375,3,-1,193,0
47,8,4,-1,193,0
33,0,2,-1,193,0
32,85,9,-1,193,0
34,222,6,-1,190,0
35,86,4,-1,190,0
28,26,3,-1,190,0
49,0,2,-1,190,0
44,304,2,-1,190,0
51,7816,2,-1,190,0
34,0,2,-1,190,0
30,2581,2,-1,190,0
34,-220,4,-1,190,0
25,249,5,-1,190,0
44,210,2,-1,190,0
35,325,2,-1,190,0
40,66,8,-1,190,0
31,0,4,-1,190,0
40,-278,3,-1,190,0
39,36,2,-1,190,0
36,2167,2,-1,190,0
32,311,2,-1,190,0
31,2963,1,-1,190,0
25,-454,1,-1,190,0
59,220,1,-1,190,0
35,561,3,-1,190,0
33,211,2,-1,190,0
40,737,1,-1,190,0
56,75,2,-1,190,0
48,602,1,-1,190,0
31,37,1,-1,190,0
27,1,1,-1,190,0
41,304,2,-1,190,0
32,108,1,-1,190,0
25,40,1,-1,190,0
33,395,8,-1,190,0
37,183,2,-1,190,0
36,199,4,-1,190,0
56,179,2,-1,190,0
44,23,2,-1,190,0
46,-29,1,-1,190,0
49,5028,1,-1,190,0
37,904,1,-1,190,0
56,13,2,-1,190,0
26,450,1,-1,190,0
29,380,2,-1,190,0
23,5,1,-1,190,0
56,2087,1,-1,190,0
30,37,2,-1,190,0
37,454,1,-1,190,0
42,-189,2,-1,190,0
38,3165,2,-1,190,0
36,134,2,-1,190,0
45,0,2,-1,190,0
36,177,5,-1,190,0
28,205,3,-1,190,0
38,762,2,-1,190,0
40,2576,11,-1,190,0
21,137,3,-1,190,0
33,339,2,-1,190,0
47,218,7,-1,190,0
32,1345,3,-1,190,0
31,-474,2,-1,190,0
38,551,4,-1,190,0
53,0,7,-1,190,0
57,0,3,-1,190,0
58,146,6,-1,190,0
50,-37,3,-1,190,0
30,317,6,-1,190,0
46,41,4,-1,190,0
36,1554,4,-1,190,0
22,650,4,-1,190,0
28,487,4,-1,189,0
26,-3,5,-1,189,0
22,-168,3,-1,189,0
35,414,4,-1,189,0
27,-541,1,-1,189,0
37,178,1,-1,189,0
32,-428,1,-1,189,0
32,175,1,-1,189,0
29,125,1,-1,189,0
40,2172,1,-1,189,0
41,429,1,-1,189,0
29,544,1,-1,189,0
30,1374,1,-1,189,0
22,594,1,-1,189,0
45,66,3,-1,189,0
34,505,1,-1,189,0
23,281,1,-1,189,0
20,-103,1,-1,189,0
41,705,1,-1,189,0
37,1950,1,-1,189,0
21,-273,1,-1,189,0
23,2594,1,-1,189,0
26,3825,1,-1,189,0
31,263,2,-1,189,0
45,4646,1,-1,189,0
54,879,1,-1,189,0
54,363,1,-1,189,0
41,-111,1,-1,189,0
43,3373,1,-1,189,0
30,-166,5,-1,189,0
48,1199,1,-1,189,0
60,1262,1,-1,189,0
44,6203,1,-1,189,0
43,-633,1,-1,189,0
50,5356,1,-1,189,0
43,4478,1,-1,189,0
59,-892,1,-1,189,0
47,521,1,-1,189,0
37,368,2,-1,189,0
42,5,1,-1,189,0
28,416,2,-1,189,0
34,402,2,-1,189,0
47,300,3,-1,189,0
57,3571,2,-1,189,0
51,463,5,-1,189,0
47,113,1,-1,189,0
41,0,1,-1,189,0
36,373,1,-1,189,0
53,1570,1,-1,189,0
52,1161,1,-1,189,0
54,88,1,-1,189,0
49,254,1,-1,189,0
39,1554,1,-1,189,0
44,2887,1,-1,189,0
51,1212,1,-1,189,0
44,29312,1,-1,189,0
44,0,1,-1,189,0
41,14,6,-1,189,0
33,-306,4,-1,189,0
52,0,2,-1,189,0
55,0,2,-1,189,0
40,93,2,-1,189,0
31,822,6,-1,189,0
25,800,4,-1,189,0
53,2477,2,-1,189,0
44,9956,2,-1,189,0
54,2626,2,-1,189,0
49,198,3,-1,189,0
44,617,2,-1,189,0
33,-238,2,-1,189,0
57,515,2,-1,189,0
41,1576,2,-1,189,0
28,468,3,-1,189,0
46,57,4,-1,188,0
46,1483,3,-1,188,0
38,547,4,-1,188,0
44,326,2,-1,188,0
31,591,3,-1,188,0
28,348,3,-1,188,0
31,393,1,-1,188,0
56,871,1,-1,188,0
51,573,1,-1,188,0
46,0,1,-1,188,0
47,4666,3,-1,188,0
46,1029,1,-1,188,0
50,204,1,-1,188,0
44,0,1,-1,188,0
45,520,1,-1,188,0
58,-172,1,-1,188,0
42,902,1,-1,188,0
43,212,1,-1,188,0
51,513,1,-1,188,0
49,769,1,-1,188,0
60,2639,2,-1,188,0
47,1294,2,-1,188,0
40,771,1,-1,188,0
51,482,1,-1,188,0
41,2823,1,-1,188,0
41,338,1,-1,188,0
53,5700,1,-1,188,0
46,1733,1,-1,188,0
57,2439,1,-1,188,0
49,387,1,-1,188,0
42,2535,1,-1,188,0
34,9,2,-1,188,0
33,673,2,-1,188,0
34,357,2,-1,188,0
40,782,2,-1,188,0
41,2097,1,-1,188,0
48,20718,1,-1,188,0
60,3932,2,-1,188,0
28,334,4,-1,188,0
53,193,2,-1,188,0
40,3652,2,-1,188,0
50,0,1,-1,188,0
28,1238,1,-1,188,0
37,0,14,-1,188,0
44,1944,5,-1,188,0
50,2087,1,-1,188,0
45,718,1,-1,188,0
57,-1,2,-1,188,0
34,577,1,-1,188,0
49,-63,2,-1,188,0
49,892,2,-1,188,0
37,-113,2,-1,188,0
45,1292,2,-1,188,0
41,455,1,-1,188,0
47,4906,1,-1,188,0
35,441,1,-1,188,0
44,2017,3,-1,188,0
57,629,2,-1,188,0
34,2800,1,-1,188,0
51,425,14,-1,188,0
30,-328,5,-1,188,0
47,430,1,-1,188,0
44,2416,3,-1,188,0
28,280,3,-1,188,0
42,2106,2,-1,188,0
47,6439,3,-1,188,0
29,900,1,-1,188,0
44,1945,1,-1,188,0
47,4556,1,-1,188,0
43,206,1,-1,188,0
44,976,2,-1,188,0
45,1794,2,-1,188,0
31,358,1,-1,188,0
45,245,3,-1,188,0
44,728,11,-1,188,0
37,66,7,-1,188,0
44,-295,4,-1,188,0
36,0,6,-1,188,0
41,30,3,-1,188,0
49,2631,2,-1,188,0
43,28,4,-1,188,0
42,321,3,-1,188,0
29,416,2,-1,188,0
34,82,6,-1,188,0
41,5291,3,-1,188,0
57,3401,2,-1,188,0
50,810,14,-1,188,0
57,3105,11,-1,188,0
52,601,2,-1,188,0
41,718,2,-1,188,0
56,1121,2,-1,187,0
50,2938,5,-1,187,0
58,44,2,-1,187,0
42,259,6,-1,187,0
42,2918,2,-1,187,0
50,-143,3,-1,187,0
52,1500,3,-1,187,0
57,2440,2,-1,187,0
46,3269,1,-1,187,0
53,420,1,-1,187,0
47,201,1,-1,187,0
48,6127,1,-1,187,0
52,-191,1,-1,187,0
54,2883,3,-1,187,0
42,1270,1,-1,187,0
45,2217,1,-1,187,0
58,0,5,-1,187,0
43,1620,1,-1,187,0
51,6659,1,-1,187,0
48,1913,1,-1,187,0
50,708,1,-1,187,0
49,1530,1,-1,187,0
29,137,2,-1,187,0
45,959,1,-1,187,0
42,1306,1,-1,187,0
58,5618,1,-1,187,0
44,2467,1,-1,187,0
47,106,1,-1,187,0
48,1757,1,-1,187,0
34,87,2,-1,187,0
40,2651,1,-1,187,0
44,560,1,-1,187,0
45,1953,3,-1,187,0
21,0,5,-1,187,0
30,2,1,-1,187,0
56,344,1,-1,187,0
54,653,1,-1,187,0
45,660,2,-1,187,0
53,1178,2,-1,187,0
26,800,1,-1,187,0
45,9077,1,-1,187,0
40,3676,1,-1,187,0
49,2219,2,-1,187,0
47,2796,2,-1,187,0
47,1192,2,-1,187,0
35,6,1,-1,187,0
60,79,1,-1,187,0
34,1704,2,-1,187,0
43,293,1,-1,187,0
41,288,4,-1,187,0
56,334,2,-1,187,0
30,124,4,-1,187,0
45,1363,5,-1,187,0
58,1713,2,-1,187,0
46,84,1,-1,187,0
46,252,2,-1,187,0
35,1215,1,-1,187,0
35,0,1,-1,187,0
56,28,1,-1,187,0
41,323,6,-1,187,0
36,-318,2,-1,187,0
46,536,2,-1,187,0
51,1779,2,-1,187,0
38,1372,1,-1,187,0
46,1934,3,-1,187,0
46,1114,3,-1,187,0
41,536,3,-1,187,0
56,2552,2,-1,187,0
35,494,4,-1,187,0
41,102,1,-1,187,0
33,279,1,-1,187,0
46,31,1,-1,187,0
30,370,1,-1,187,0
55,72,4,-1,187,0
55,666,5,-1,187,0
45,520,4,-1,187,0
58,3501,3,-1,187,0
43,108,4,-1,187,0
59,1423,2,-1,187,0
44,0,6,-1,187,0
58,288,7,-1,187,0
43,632,2,-1,187,0
36,263,2,-1,187,0
54,-219,4,-1,187,0
35,181,8,-1,187,0
31,1819,2,-1,187,0
32,55,9,-1,187,0
34,326,2,-1,187,0
43,5670,2,-1,187,0
46,668,2,-1,187,0
57,1,10,-1,187,0
43,2767,7,-1,187,0
44,140,9,-1,187,0
37,77,7,-1,187,0
56,690,2,-1,187,0
52,2206,5,-1,187,0
31,0,18,-1,187,0
53,4541,6,-1,187,0
52,395,3,-1,187,0
59,975,4,-1,187,0
41,768,4,-1,187,0
43,2605,4,-1,187,0
31,56,3,-1,187,0
39,-21,3,-1,187,0
52,108,12,-1,187,0
45,805,3,-1,187,0
43,-228,2,-1,186,0
50,1332,3,-1,186,0
31,0,4,-1,186,0
60,773,22,-1,186,0
57,3431,1,-1,186,0
40,26,3,-1,186,0
40,2523,1,-1,186,0
45,-257,2,-1,186,0
48,542,1,-1,186,0
42,63,6,-1,186,0
43,207,1,-1,186,0
31,468,1,-1,186,0
45,804,1,-1,186,0
40,257,4,-1,186,0
43,91,1,-1,186,0
31,92,1,-1,186,0
38,1146,1,-1,186,0
50,556,2,-1,186,0
34,0,1,-1,186,0
23,2,1,-1,186,0
59,646,1,-1,186,0
33,58,2,-1,186,0
29,163,1,-1,186,0
47,1496,2,-1,186,0
30,-306,1,-1,186,0
26,241,1,-1,186,0
43,-26,1,-1,186,0
32,23,1,-1,186,0
45,-1400,4,-1,186,0
47,-656,2,-1,186,0
28,507,1,-1,186,0
22,118,1,-1,186,0
36,246,2,-1,186,0
38,113,2,-1,186,0
36,63,2,-1,186,0
24,-248,1,-1,186,0
40,1758,3,-1,186,0
35,523,1,-1,186,0
45,876,1,-1,186,0
45,1163,1,-1,186,0
55,571,4,-1,186,0
40,2073,2,-1,186,0
35,53,2,-1,186,0
41,124,2,-1,186,0
27,-98,2,-1,186,0
54,3343,1,-1,186,0
29,272,3,-1,186,0
28,103,2,-1,186,0
43,822,1,-1,186,0
47,242,4,-1,186,0
33,64,3,-1,186,0
41,28,1,-1,186,0
36,146,3,-1,186,0
34,641,1,-1,186,0
44,1310,1,-1,186,0
35,8,18,-1,186,0
27,276,2,-1,186,0
24,770,1,-1,186,0
41,208,3,-1,186,0
51,349,3,-1,186,0
33,153,2,-1,186,0
41,493,3,-1,186,0
50,1906,17,-1,186,0
36,1125,5,-1,186,0
30,298,2,-1,186,0
49,267,5,-1,186,0
32,192,5,-1,186,0
46,300,3,-1,186,0
30,863,5,-1,186,0
53,751,4,-1,186,0
46,271,4,-1,186,0
31,246,2,-1,186,0
38,-326,3,-1,186,0
60,26,6,-1,186,0
42,10561,2,-1,186,0
53,647,6,-1,186,0
35,368,3,-1,186,0
34,695,4,-1,186,0
31,532,7,-1,186,0
58,8014,3,-1,183,0
47,584,19,-1,183,0
27,276,2,-1,183,0
26,-326,3,-1,183,0
29,2099,2,-1,183,0
50,-6,2,-1,183,0
41,865,5,-1,183,0
46,357,2,-1,183,0
46,7934,1,-1,183,0
55,1261,1,-1,183,0
58,196,1,-1,183,0
38,497,5,-1,183,0
57,1920,2,-1,183,0
54,8180,1,-1,183,0
40,2784,1,-1,183,0
40,-154,1,-1,183,0
48,522,1,-1,183,0
50,2402,1,-1,183,0
43,674,1,-1,183,0
41,1020,1,-1,183,0
50,761,1,-1,183,0
40,1380,1,-1,183,0
30,71,6,-1,183,0
44,-1249,4,-1,183,0
26,75,1,-1,183,0
46,4301,2,-1,183,0
57,0,1,-1,183,0
38,976,2,-1,183,0
27,0,1,-1,183,0
38,36,1,-1,183,0
30,392,1,-1,183,0
42,14752,2,-1,183,0
32,1076,1,-1,183,0
41,197,1,-1,183,0
49,284,1,-1,183,0
28,1827,2,-1,183,0
31,41,1,-1,183,0
24,0,1,-1,183,0
29,617,1,-1,183,0
26,775,3,-1,183,0
30,16,5,-1,183,0
27,72,1,-1,183,0
33,86,1,-1,183,0
27,220,1,-1,183,0
41,262,1,-1,183,0
43,1017,2,-1,183,0
48,841,1,-1,183,0
54,887,1,-1,183,0
31,396,1,-1,183,0
32,476,2,-1,183,0
45,42,5,-1,183,0
31,1629,2,-1,183,0
27,112,1,-1,183,0
24,76,1,-1,183,0
42,1116,6,-1,183,0
47,146,5,-1,183,0
40,125,2,-1,183,0
28,471,2,-1,183,0
27,1022,2,-1,183,0
32,1211,4,-1,183,0
30,358,51,-1,183,0
28,350,2,-1,183,0
32,424,2,-1,183,0
22,3992,2,-1,183,0
41,501,5,-1,183,0
43,1147,7,-1,183,0
54,7449,7,-1,183,0
38,1344,2,-1,183,0
53,208,9,-1,183,0
38,91,9,-1,183,0
40,-22,3,-1,183,0
47,-345,14,-1,183,0
36,0,11,-1,183,0
52,522,2,-1,183,0
57,0,2,-1,182,0
35,24,1,-1,182,0
47,290,2,-1,182,0
37,425,1,-1,182,0
30,3110,1,-1,182,0
38,0,1,-1,182,0
54,4482,2,-1,182,0
38,736,1,-1,182,0
36,733,1,-1,182,0
38,3750,1,-1,182,0
36,465,1,-1,182,0
38,0,1,-1,182,0
32,0,1,-1,182,0
39,0,2,-1,182,0
31,2089,1,-1,182,0
33,603,1,-1,182,0
36,409,1,-1,182,0
32,1698,1,-1,182,0
36,17983,1,-1,182,0
36,-656,2,-1,182,0
33,1769,1,-1,182,0
40,877,6,-1,182,0
37,2240,1,-1,182,0
30,4011,1,-1,182,0
33,163,1,-1,182,0
31,1,3,-1,182,0
52,0,1,-1,182,0
31,2007,1,-1,182,0
35,-130,1,-1,182,0
22,14,1,-1,182,0
32,706,1,-1,182,0
33,4897,1,-1,182,0
43,-8,2,-1,182,0
40,0,2,-1,182,0
35,356,2,-1,182,0
36,722,2,-1,182,0
39,-607,2,-1,182,0
60,328,5,-1,182,0
38,666,10,-1,182,0
48,432,2,-1,182,0
34,709,1,-1,182,0
33,3259,1,-1,182,0
39,2019,1,-1,182,0
40,3559,8,-1,182,0
38,290,1,-1,182,0
32,138,1,-1,182,0
36,7171,2,-1,182,0
31,296,3,-1,182,0
31,5058,1,-1,182,0
37,23867,3,-1,182,0
43,1825,2,-1,182,0
36,1797,2,-1,182,0
33,0,3,-1,182,0
40,486,8,-1,182,0
34,1183,2,-1,182,0
34,2700,2,-1,182,0
36,774,1,-1,182,0
32,908,1,-1,182,0
31,1787,4,-1,182,0
36,3127,2,-1,182,0
40,311,2,-1,182,0
31,4761,2,-1,182,0
27,89,5,-1,182,0
27,317,10,-1,182,0
41,2852,3,-1,182,0
43,520,13,-1,182,0
33,876,2,-1,182,0
32,376,2,-1,182,0
52,0,5,-1,182,0
34,1040,2,-1,182,0
34,50,2,-1,182,0
34,0,12,-1,182,0
30,432,3,-1,182,0
32,2561,2,-1,182,0
30,659,3,-1,182,0
38,0,2,-1,182,0
30,142,4,-1,182,0
40,236,2,-1,182,0
34,1117,1,-1,182,0
41,1250,2,-1,182,0
39,5,1,-1,181,0
35,2730,1,-1,181,0
39,1966,1,-1,181,0
32,2146,2,-1,181,0
36,393,1,-1,181,0
42,714,28,-1,181,0
33,438,1,-1,181,0
39,151,1,-1,181,0
31,289,2,-1,181,0
38,821,1,-1,181,0
58,8153,5,-1,181,0
37,-898,1,-1,181,0
35,-15,3,-1,181,0
35,0,1,-1,181,0
38,1746,1,-1,181,0
32,0,1,-1,181,0
33,3090,1,-1,181,0
33,17,1,-1,181,0
34,1161,1,-1,181,0
48,4746,11,-1,181,0
31,11512,1,-1,181,0
36,115,1,-1,181,0
37,1110,2,-1,181,0
41,2490,2,-1,181,0
35,6659,1,-1,181,0
36,849,2,-1,181,0
33,256,2,-1,181,0
34,0,1,-1,181,0
31,1343,1,-1,181,0
23,9,1,-1,181,0
37,178,1,-1,181,0
29,-300,1,-1,181,0
33,141,2,-1,181,0
32,287,8,-1,181,0
39,774,1,-1,181,0
34,1157,2,-1,181,0
32,557,2,-1,181,0
37,2032,2,-1,181,0
37,5729,3,-1,181,0
31,8784,2,-1,181,0
36,599,2,-1,181,0
31,1887,1,-1,181,0
35,12961,2,-1,181,0
35,458,3,-1,181,0
36,1869,2,-1,181,0
33,892,1,-1,181,0
32,1721,2,-1,181,0
34,-370,1,-1,181,0
32,317,2,-1,181,0
36,247,5,-1,181,0
28,858,1,-1,181,0
38,1146,2,-1,181,0
32,-325,1,-1,181,0
30,702,1,-1,181,0
34,1717,2,-1,181,0
30,1289,2,-1,181,0
37,5643,1,-1,181,0
34,0,2,-1,181,0
34,223,3,-1,181,0
36,4752,2,-1,181,0
